id,timestamp,avg_co2,avg_pm25,avg_formaldehyde,avg_temperature,avg_humidity
158,2024/7/30 11:20,797.775,71.815,0.0966667,24.7733,39.8783
159,2024/7/30 11:21,588.265,67.6467,0.0966667,23.2933,55.7183
160,2024/7/30 11:22,613.598,95.8033,0.125,18.6767,54.7083
161,2024/7/30 11:23,742.143,96.3375,0.1125,21.255,41.755
162,2024/7/30 11:24,755.872,103.958,0.101667,26.5417,54.8567
163,2024/7/30 11:25,641.67,95.9283,0.0583333,20.6983,47.0233
164,2024/7/30 11:26,789.597,62.305,0.115,21.3483,37.3433
165,2024/7/30 11:27,786.28,88.835,0.0883333,23.175,46.0833
166,2024/7/30 11:28,616.973,61.6267,0.118333,25.01,57.6733
167,2024/7/30 11:29,592.5,93.1033,0.055,22.7217,46.55
168,2024/7/30 11:30,543.007,66.6367,0.0933333,21.2233,43.1467
169,2024/7/30 11:31,614.403,90.6367,0.0833333,23.1833,53.205
170,2024/7/30 11:32,638.335,103.12,0.105,25.7417,39.5667
171,2024/7/30 11:33,563.415,94.805,0.0966667,24.5267,46.325
172,2024/7/30 11:34,571.197,61.01,0.065,22.575,46.645
173,2024/7/30 11:35,680.803,74.3567,0.09,23.1467,60.85
174,2024/7/30 11:36,939.65,11.8,0.17,16.71,51.08
175,2024/7/30 11:37,602.54,83.4333,0.1,20.3233,39.4367
176,2024/7/30 11:38,678.307,94.52,0.13,22.4917,43.4283
177,2024/7/30 11:39,456.012,97.8933,0.108333,22.0283,59.0933
178,2024/7/30 11:40,624.153,88.6133,0.075,18.4317,57.0833
179,2024/7/30 11:41,597.428,78.7933,0.116667,26.0817,53.1783
180,2024/7/30 11:42,574.6,104.3,0.105,25.0133,47.4217
181,2024/7/30 11:43,567.585,89.5067,0.075,24.3967,48.885
182,2024/7/30 11:44,694.345,71.595,0.101667,24.6717,40.0167
183,2024/7/30 11:45,653.067,83.6517,0.0533333,22.0833,45.255
184,2024/7/30 11:46,729.405,96.5767,0.095,19.7933,48.76
185,2024/7/30 11:47,691.83,91.1167,0.0816667,22.4133,45.2067
186,2024/7/30 11:48,499.015,124.372,0.116667,23.2417,43.0683
187,2024/7/30 11:49,712.112,103.053,0.116667,24.2,53.1267
188,2024/7/30 11:50,554.97,88.5683,0.09,23.1433,43.8617
189,2024/7/30 11:51,554.05,91.6567,0.12,26.1983,64.0333
190,2024/7/30 11:52,739.848,65.5983,0.0666667,21.49,49.85
191,2024/7/30 11:53,669.663,68.465,0.101667,21.9883,48.5267
192,2024/7/30 11:54,849.733,76.5983,0.123333,20.0367,47.9733
193,2024/7/30 11:55,651.055,48.1683,0.095,24.9367,55.2283
194,2024/7/30 11:56,612.152,112.593,0.125,22.655,50.52
195,2024/7/30 11:57,745.03,75.5567,0.123333,24.225,55.9083
196,2024/7/30 11:58,589.308,85.798,0.094,23.124,54.42
197,2024/7/30 11:59,670.395,63.73,0.0916667,21.3433,54.915
198,2024/7/30 12:00,808.337,95.5383,0.103333,22.0283,50.615
199,2024/7/30 12:01,640.282,96.3517,0.111667,20.455,58.81
200,2024/7/30 12:02,653.858,104.438,0.095,23.9517,40.7217
201,2024/7/30 12:03,695.12,70.14,0.095,25.0367,50.2267
202,2024/7/30 12:04,809.757,109.485,0.103333,23.855,58.2533
203,2024/7/30 12:05,673.402,75.17,0.123333,21.7333,43.3883
204,2024/7/30 12:06,690.412,89.18,0.0666667,23.295,45.12
205,2024/7/30 12:07,768.05,51.2233,0.128333,24.47,49.25
206,2024/7/30 12:08,671.62,98.485,0.0783333,24.3633,56.855
207,2024/7/30 12:09,575.07,45.1133,0.121667,17.7433,53.9117
208,2024/7/30 12:10,660.275,84.8033,0.106667,23.3483,48.0333
209,2024/7/30 12:11,769.205,56.1733,0.103333,24.3033,49.9933
210,2024/7/30 12:12,543.423,113.117,0.07,20.2333,44.1233
211,2024/7/30 14:16,728.41,52.23,0.105,20.565,50.695
212,2024/7/30 14:21,865.02,14.84,0.09,29.76,75.67
213,2024/7/30 14:22,609.29,56.6633,0.105,22.39,45.555
214,2024/7/30 14:23,562.903,69.2167,0.106667,24.2583,36.4683
215,2024/7/30 14:24,767.982,94.4167,0.085,21.285,63.3183
216,2024/7/30 14:25,725.992,82.3283,0.0916667,21.4467,35.0967
217,2024/7/30 14:26,783.428,71.225,0.126667,24.935,47.1
218,2024/7/30 14:27,604.048,71.1683,0.09,22.195,51.675
219,2024/7/30 14:28,654.047,81.5583,0.125,20.595,49.7467
220,2024/7/30 14:29,685.727,89.9933,0.153333,23.47,34.7883
221,2024/7/30 14:30,688.528,98.205,0.116667,18.0367,49.4167
222,2024/7/30 14:31,674.126,76.374,0.102,20.878,59.378
223,2024/7/30 14:32,557.753,70.6067,0.0866667,23.625,51.3567
224,2024/7/30 14:33,596.68,85.575,0.116667,25.1,62.2933
225,2024/7/30 14:34,702.628,69.41,0.0833333,21.5117,42.5633
226,2024/7/30 14:35,678.003,83.4433,0.1,19.3417,42.965
227,2024/7/30 14:36,536.488,86.1617,0.101667,23.9967,59.1417
228,2024/7/30 14:37,717.632,69.8217,0.12,23.5233,47.5967
229,2024/7/30 14:38,657.738,90.6983,0.146667,22.8833,50.0083
230,2024/7/30 14:39,635.902,72.705,0.07,19.5517,55.885
231,2024/7/30 14:40,543.778,61.8383,0.0983333,23.0483,45.16
232,2024/7/30 14:41,738.74,99.5117,0.11,23.2117,41.865
233,2024/7/30 14:42,658.105,54.2083,0.0866667,23.71,50.1517
234,2024/7/30 14:43,699.413,61.2283,0.105,22.3583,44.5367
235,2024/7/30 14:44,702.988,96.3067,0.0883333,22.995,54.2183
236,2024/7/30 14:45,537.127,86.4333,0.108333,24.68,53.3533
237,2024/7/30 14:46,608.31,71.6767,0.0816667,22.0833,49.57
238,2024/7/30 14:47,713.367,68.3233,0.0933333,21.565,52.2933
239,2024/7/30 14:48,647.69,95.2833,0.0966667,22.8033,65.1067
240,2024/7/30 14:49,563.108,89.9833,0.08,22.7867,58.4983
241,2024/7/30 14:50,651.722,52.4667,0.0933333,20.7183,45.95
242,2024/7/30 14:51,781.258,85.8717,0.106667,20.2517,48.7833
243,2024/7/30 14:52,720.5,74.01,0.115,22.5583,46.8
244,2024/7/30 14:53,728.777,61.875,0.131667,23.4867,47.1833
245,2024/7/30 14:54,611.027,78.9167,0.12,22.0017,44.2567
246,2024/7/30 14:55,541.525,58.8717,0.111667,23.2233,52.8233
247,2024/7/30 14:56,653.43,93.0483,0.113333,20.3667,41.1333
248,2024/7/30 14:57,624.633,68.97,0.143333,22.4817,44.52
249,2024/7/30 14:58,680.537,56.4033,0.08,19.1617,47.1067
250,2024/7/30 14:59,554.595,65.7217,0.095,20.7417,46.8983
251,2024/7/30 15:00,648.908,80.5783,0.0966667,20.1417,40.48
252,2024/7/30 15:01,632.482,58.7717,0.123333,22.0633,61.4433
253,2024/7/30 15:02,535.017,83.0317,0.0866667,25.0783,53.1183
254,2024/7/30 15:03,685.5,63.4567,0.113333,18.795,44.9183
255,2024/7/30 15:04,596.32,61.625,0.085,22.5933,55.4683
256,2024/7/30 15:31,482.82,143.7,0.03,15.57,29.7
257,2024/7/30 15:32,749.525,69.1567,0.11,23.4617,33.4933
258,2024/7/30 15:33,762.957,38.875,0.13,23.5633,52.2433
259,2024/7/30 15:34,696.712,53.2183,0.11,22.14,58.3
260,2024/7/30 15:35,764.787,90.705,0.095,24.1567,60.1133
261,2024/7/30 15:36,718.842,98.575,0.11,23.3417,45.3917
262,2024/7/30 15:37,618.475,71.7733,0.103333,20.9217,47.99
263,2024/7/30 15:38,618.26,79.8733,0.123333,22.1317,62.8733
264,2024/7/30 15:39,570.647,75.2483,0.131667,23.1217,55.8683
265,2024/7/30 15:40,624.7,102.688,0.111667,20.39,50.0033
266,2024/7/30 15:41,657.322,40.4433,0.0966667,23.51,62.435
267,2024/7/30 15:42,535.003,82.99,0.106667,21.8217,42.63
268,2024/7/30 15:43,829.237,110.618,0.095,21.825,32.2567
269,2024/7/30 15:44,852.567,101.215,0.0983333,23.0867,60.1667
270,2024/7/30 15:45,690.887,83.025,0.121667,21.75,44.7383
271,2024/7/30 15:46,509.848,99.5183,0.106667,22.2067,52.8067
272,2024/7/30 15:47,685.918,72.0383,0.085,20.9,41.1167
273,2024/7/30 15:48,575.313,78.97,0.128333,22.425,48.6833
274,2024/7/30 15:49,579.415,76.7033,0.101667,20.6967,37.9967
275,2024/7/30 15:50,702.383,61.1183,0.135,21.675,52.9617
276,2024/7/30 15:51,599.92,63.0267,0.15,23.5633,47.115
277,2024/7/30 15:52,680.537,52.125,0.115,22.5133,46.45
278,2024/7/30 15:53,697.998,83.4883,0.0566667,20.7567,47.7717
279,2024/7/30 15:54,699.64,53.7683,0.101667,27.045,54.075
280,2024/7/30 15:55,631.897,72.8783,0.121667,22.68,43.3983
281,2024/7/30 15:56,851.737,68.42,0.118333,21.6933,58.4217
282,2024/7/30 15:57,552.288,66.6067,0.0633333,22.3667,52.2233
283,2024/7/30 15:58,747.48,66.888,0.128,19.336,40.058
284,2024/7/30 15:59,583.343,65.2033,0.128333,20.155,41.37
285,2024/7/30 16:00,732.738,82.556,0.12,22.662,37.482
286,2024/7/30 16:01,643.028,73.725,0.101667,20.8133,48.9067
287,2024/7/30 16:02,586.017,95.7217,0.116667,23.745,47.6133
288,2024/7/30 16:03,669.712,63.695,0.11,21.7083,60.8717
289,2024/7/30 16:04,774.033,49.9133,0.116667,23.4667,52.13
290,2024/7/30 16:05,654.948,66.225,0.0816667,19.595,42.2017
291,2024/7/30 16:06,702.712,65.2233,0.085,22.9767,54.3267
292,2024/7/30 16:07,594.948,79.8683,0.121667,20.2533,41.6617
293,2024/7/30 16:08,569.555,82.775,0.116667,21.4017,47.4067
294,2024/7/30 16:09,703.863,79.3133,0.126667,22.2733,56.04
1177,2024/7/30 16:10,575.912,68.9767,0.123333,21.84,42.1783
1473,2024/7/30 16:11,689.903,76.7783,0.111667,23.1817,46.2
1770,2024/7/30 16:12,781.247,72.755,0.07,23.9133,51.925
2068,2024/7/30 16:13,731.03,79.8467,0.115,23.775,52.8283
2367,2024/7/30 16:14,618.967,65.97,0.085,25.0117,44.985
2667,2024/7/30 16:15,603.618,57.1317,0.11,21.185,58.0833
2968,2024/7/30 16:16,707.732,82.215,0.14,22.725,51.0367
3270,2024/7/30 16:17,703.008,77.3983,0.121667,21.3033,48.4233
3573,2024/7/30 16:18,663.058,56.6767,0.115,25.0483,32.1933
3877,2024/7/30 16:19,725.677,60.06,0.0933333,21.0633,64.21
4182,2024/7/30 16:20,633.162,73.1917,0.045,23.3183,43.87
4488,2024/7/30 16:21,600.335,72.3967,0.128333,19.9367,47.935
4795,2024/7/30 16:22,667.422,63.1817,0.106667,19.9117,37.2667
5103,2024/7/30 16:23,671.375,96.4,0.146667,17.7817,47.0517
5412,2024/7/30 16:24,817.307,108.527,0.0966667,22.6583,45.0633
5722,2024/7/30 16:25,734.462,102.888,0.0966667,20.3183,34.9933
6033,2024/7/30 16:26,543.233,92.5633,0.095,21.2333,38.81
6345,2024/7/30 16:27,631.365,59.5733,0.0716667,23.595,50.4617
6658,2024/7/30 16:28,604.722,80.93,0.101667,22.0033,57.8183
6972,2024/7/30 16:29,621.158,76.0167,0.113333,21.9183,55.935
7287,2024/7/30 16:30,742.002,83.575,0.1,19.5617,50.445
7603,2024/7/30 16:31,753.407,65.3917,0.135,22.465,45.1117
7920,2024/7/30 16:32,651.567,78.0033,0.095,23.6383,52.6567
8238,2024/7/30 16:33,749.932,69.1933,0.128333,23.8517,52.2583
8557,2024/7/30 16:34,681.193,83.9167,0.101667,23.0967,48.1533
8877,2024/7/30 16:35,721.18,80.9217,0.0983333,21.68,55.3967
9198,2024/7/30 16:36,671.315,75.0383,0.0983333,25.41,56.7617
9520,2024/7/30 16:37,761.345,68.585,0.106667,23.6433,56.075
9843,2024/7/30 16:38,730.925,73.415,0.0633333,23.3017,43.645
10167,2024/7/30 16:39,515.698,67.45,0.0716667,20.4317,55.2833
10492,2024/7/30 16:40,616.46,38.7833,0.09,22.5083,48.7
10818,2024/7/30 16:41,796.117,71.1183,0.121667,22.5633,48.745
11145,2024/7/30 16:42,607.737,94.4383,0.1,22.7917,53.46
11473,2024/7/30 16:43,791.427,67.1383,0.126667,23.535,38.4533
11802,2024/7/30 16:44,743.32,80.8983,0.133333,23.045,53.9183
12132,2024/7/30 16:45,637.92,47.1467,0.12,24.1367,57.825
12463,2024/7/30 16:46,661.105,73.565,0.1,23.6233,55.4133
12795,2024/7/30 16:47,682.197,74.5617,0.0916667,22.5867,50.9217
13128,2024/7/30 16:48,564.655,68.5133,0.0883333,22.26,52.8017
13462,2024/7/30 16:49,578.978,55.2967,0.125,23.965,43.3133
13797,2024/7/30 16:50,626.928,83.0333,0.0833333,18.5483,55.535
14133,2024/7/30 16:51,739.037,100.343,0.111667,22.4067,46.745
14470,2024/7/30 16:52,544.173,81.0583,0.101667,20.14,48.1133
14808,2024/7/30 16:53,647.067,88.7767,0.11,24.685,40.485
15147,2024/7/30 16:54,700.412,78.8267,0.0933333,21.0517,50.305
15487,2024/7/30 16:55,546.305,51.755,0.0716667,23.0483,44.31
15828,2024/7/30 16:56,744.413,58.0067,0.128333,22.03,57.3833
16170,2024/7/30 16:57,599.465,90.8517,0.0633333,24.26,45.4067
16513,2024/7/30 16:58,429.5,77.3167,0.0916667,19.64,51.3183
16857,2024/7/30 16:59,902.677,116.283,0.0883333,22.1067,46.8467
17202,2024/7/30 17:00,711.94,86.38,0.118333,22.9133,52.4483
17548,2024/7/30 17:01,609.247,59.5533,0.09,20.4683,50.8383
17895,2024/7/30 17:02,727.435,101.703,0.11,19.7683,54.9567
18243,2024/7/30 17:03,622.435,90.7567,0.115,22.3,47.7383
18592,2024/7/30 17:04,479.335,68.4983,0.116667,19.64,57.2133
18942,2024/7/30 17:05,681.148,120.367,0.123333,25.82,58.515
19293,2024/7/30 17:06,617.982,94.3783,0.115,22.745,48.0567
19645,2024/7/30 17:07,825.373,70.1017,0.128333,24.6983,55.965
19998,2024/7/30 17:08,697.468,41.3317,0.0866667,20.4933,50.2217
20352,2024/7/30 17:09,495.387,46.0583,0.116667,24.4267,48.205
20707,2024/7/30 17:10,645.595,83.005,0.13,23.6283,47.7783
21063,2024/7/30 17:11,588.263,77.2133,0.115,23.1533,40.1817
21420,2024/7/30 17:12,532.907,73.3083,0.106667,24.685,47.1517
21778,2024/7/30 17:13,687.618,111.533,0.128333,19.935,34.0317
22137,2024/7/30 17:14,696.286,57.244,0.124,22.864,53.682
22497,2024/7/30 17:15,723.02,62.615,0.065,25.5,53.71
22858,2024/7/30 17:17,570.555,117.375,0.145,20.78,52.805
22859,2024/7/30 17:19,421.77,59.41,0.17,25.24,61.49
23584,2024/7/30 17:20,872.75,73.49,0.1,29.37,52.8
23585,2024/7/30 17:22,556.055,146.06,0.105,26.76,70.82
24314,2024/7/30 17:23,706.246,72.388,0.114,22.05,55.292
24680,2024/7/30 17:24,643.405,103.315,0.0583333,21.755,52.225
25047,2024/7/30 17:25,706.403,74.9767,0.0716667,23.44,53.4683
25415,2024/7/30 17:26,615.807,86.07,0.095,22.555,39.9333
25784,2024/7/30 17:27,585.082,74.6333,0.13,23.425,47.3917
26154,2024/7/30 17:28,627.882,80.204,0.096,24.282,44.402
26525,2024/7/30 17:31,653.845,36.69,0.025,19.825,30.705
26526,2024/7/30 17:33,650.675,114.185,0.135,21.245,50.82
27271,2024/7/30 17:35,586.37,62.74,0.07,15.25,65.28
27645,2024/7/30 17:45,652.005,87.02,0.1,18.83,45.96
28020,2024/7/30 17:46,781.13,74.94,0.145,23.95,58.17
28396,2024/7/30 17:47,748.075,56.08,0.135,28.395,65.77
28773,2024/7/30 17:48,651.155,141,0.09,27.405,60.685
29151,2024/7/30 17:49,654.877,111.133,0.0633333,24.3767,56.3333
29530,2024/7/30 17:50,647.56,73.74,0.116667,21.5033,44.6767
29531,2024/7/30 17:51,659.44,132.855,0.14,18.54,58.005
30292,2024/7/30 17:52,753.905,95.575,0.12,21.6,55.685
30674,2024/7/30 17:53,598.764,70.092,0.134,19.822,56.55
31057,2024/7/30 17:54,766.278,86.074,0.04,23.906,55.07
31441,2024/7/30 17:55,755.885,120.49,0.133333,22.0667,51.145
32210,2024/7/30 18:57,550.65,121.09,0.08,25.53,25.1
32596,2024/7/30 18:58,699.508,93.8167,0.0983333,20.4533,44.13
32983,2024/7/30 18:59,670.318,105.257,0.141667,23.9067,49.97
